# baseline sample ids (story 131.20, plan D7) -- reuse verbatim for the post-rewrite run
# manifest=MANIFEST.jsonl manifest_sha256=dd924287cd90fce955dbef04c1833b25a4b6230bfbb7bd5f42f7761ce2b04b79
# seed=131 requested_n=2000 drawn_n=2000 strata=category x difficulty
# record_sha256 = sha256 of the record file per freeze_129_manifest.jsonl (sha256=13272718794b63356ff5c8cf26da068c6b134c87cb34c16c82243265d2740d93); blank if absent there
# task_id	category	difficulty	record_sha256
A-ARR-0076v8	A-ARR	3	962981c6efcbf9d5edcaaf37a1ac328fde3856415f19e60b6e07a1494efe3f55
A-ARR-0077v34	A-ARR	3	591124868524fb81d661130a33ad4e6480881d94613a2a75a5f264b310e1726c
A-ARR-0077v36	A-ARR	3	d471814aaa3c03d383c6fc552e76af2d7af5ec0f39a4418ce1683c6bf2c31ce3
A-ARR-0078v35	A-ARR	3	24db9e48f9cb846837ae4839f1cee7af80fcaa8fcd16ba2d0931ea9d30d23fe1
A-ARR-0078v57	A-ARR	3	354256dbfb2156006ec488af55edf1f121ee7ca9a5643ce9ae68a592bdd01623
A-ARR-0079v20	A-ARR	3	352d1655e5268ce1e56546c4b018184adb18ea276a1bb629781b5b8600126e58
A-ARR-0079v49	A-ARR	3	1873ee74ff0f88e3bfe6151073cae08df736d9d955f5fb36014bb91129d4c30c
A-ARR-0080v55	A-ARR	3	853e75030302b13653c4eb52bf463a2b4e095466d74c80e8bf18c46a9f0874c6
A-ARR-0080v58	A-ARR	3	e6578a3ac8b762fb97a5d01d9ea57bf735ff0be3c3c46c3225b9143f4a094d25
A-ARR-0081v16	A-ARR	3	096e2618ac172149bd27f3d361f0533c6c88a907c9f6df1167d01fddb7cd3dc2
A-ARR-0081v23	A-ARR	3	814b0ad9133ba000dbb4a8ed357a59c87002233e6bd3194df5ac07e88b5eb50c
A-ARR-0081v30	A-ARR	3	b6180100b34478c86396b915c0002d4fd40acc7881358cf9e20f441fb4abb061
A-ARR-0081v64	A-ARR	3	83002ad31aa3eacb9a65d71d810e40e0f1c35bc1e009b130a44cd477805f347f
A-ARR-0081v66	A-ARR	3	9feb0a3c46df565cea93811a103d62417994dd71c67bd6877e33a3b82fefe003
A-ARR-0082v45	A-ARR	3	db28ddba4d738850ba2ba1a5500722325e8f411e31e3050763676f1b77f883f2
A-ARR-0084v35	A-ARR	3	e9552daacb6db901cdc504a0cb2cbb894e5c469bdfd21ecef072238b44c05747
A-ARR-0084v55	A-ARR	3	4d5f3352a579b8afeb0fbdc236d5e5e5115e78f6789a370e868c5936de8b5cd4
A-ARR-0084v62	A-ARR	3	b0a3b7926b17c70de9cc5fa0c968b1c748d7f1a3f8e08b80da7ad8d869c45353
A-ARR-0086	A-ARR	3	76b4c25609806e040276c710c40fc4dbaa9c9cd7095cda8b1e50bfd303eb8996
A-ARR-0086v45	A-ARR	3	d1789cdb9928712a13ee8512e55544f265fee65af9d20b1f272104848fd855c5
A-ARR-0086v57	A-ARR	3	bf2abc503c8cbce53c292c17b71bf3a5f5759210a2b009a64ce2002407b10833
A-ARR-0087v1	A-ARR	3	105fa1f8025652c273f23f3235e275a5845e4988a10a7b2b078225d46d2adb9d
A-ARR-0087v12	A-ARR	3	12f24601303c8db35fdea09b327a583474b8d036f9533d47eb788a1c13b10bbb
A-ARR-0088v12	A-ARR	3	dd0348e8696de2cf64cd7ebe22287cb70e397985fea92effb95a543e4184632e
A-ARR-0088v13	A-ARR	3	f1c0de07ce973836678d3379cfaa4e14c8ea8ec01db49306f488b56d5fa9d6e6
A-ARR-0088v33	A-ARR	3	a6d1f94acc9a98e06e8fb7d33c9de601da477700861df944ffe670b993c78503
A-ARR-0090v13	A-ARR	3	1df332b18d2f182dd87c753040e9fcc50662e0110d754db8c10258a21c13f267
A-ARR-0091v64	A-ARR	2	09dff63c5c30befa4feb95e61341b214be4cac6a1e91eb0bcfc4abd31cf69dd9
A-ARR-0092v1	A-ARR	2	f498a476a1443b9c049878648ec83fec546ee0421c94024bddde5c3c9d66ab37
A-ARR-0092v19	A-ARR	2	fb012a6c54f69cbbab81678f5314eb330c4ef897a67109b43e8dbd2ba0a993e7
A-ARR-0094v16	A-ARR	2	3dc0915170e49de3a4dc396b2af6ed9528dae5a15ff32940edb34098160e5de2
A-ARR-0094v17	A-ARR	2	7c2163085afb738ed2c69d3ddca5965a639c6c905f25aaf2c194e6d5fff58741
A-ARR-0096v36	A-ARR	2	9919f5eb948824bcaf0428029d688cd99c1c505a7bcbb07c99c5856ca669d0fb
A-ARR-0096v66	A-ARR	2	5c01916e984942688e6f77b5dbc3eecec50c802135e842c846775e9e4fd75a85
A-ARR-0099v32	A-ARR	2	45fea59a29b56af4ed7373d21cae85c39be1ec63bb9b26ab69ca2c3e189ab98e
A-ARR-0103	A-ARR	2	b9af47f7cf950d8c2c2ce427cd77d73b80c2bc30ab3be3f1a0f04b74eae3ea74
A-ARR-0105v25	A-ARR	2	0374bce02cc551104580d37b6ad27f2ab4faadf7bd1df04f577a2b4ab520c9ac
A-ARR-0105v37	A-ARR	2	98d9447ff081f7b59632d74abae544c5a592dca80845c2b77a9c5e652000d142
A-ARR-0105v67	A-ARR	2	96cbb7e67031e3f95885f31be793ecdaf7be11b1f4062048a2949ff8eed3c5ec
A-ARR-0107v49	A-ARR	2	b685e0692b4c9b5cde02c3a049c195ba1a0ba77db490d6506974d96b92f56d64
A-ARR-0108v11	A-ARR	2	fab9fb12e0185d33facfa287da39d0593d4f00949bcf6a5e8b65b7297b577d05
A-ARR-0112v42	A-ARR	2	f4d2328dff10ba88f445b77b070f125b6302d5297ea1cb265571db819fe98c9d
A-ARR-0112v52	A-ARR	2	1e611c2b1683ec234277146347d70dc964bdc4de39ec5b5db586b1fb4c541d66
A-ARR-0113v39	A-ARR	3	12381472671b850b746eb27fb5239e13fe931ebe53332a3deae055b02b9d071d
A-ARR-0114v12	A-ARR	3	bbaca7501929f5fce2f3e794b083d3090d4e4d0a0ddf9d7e38382167800cc4a0
A-ARR-0116v40	A-ARR	2	0d4208f78c200852772cb06be44b88eba0bdb043b5002f5e23b58e13274a2612
A-ARR-0116v59	A-ARR	2	dabb9b232a9dd5d2d293c7f7c14dbbff047fe93dbac2b37cb4cb8d3498eea768
A-ARR-0117v38	A-ARR	2	8cfb6dd7f2c2f36757e9434f5d76386f107c36f85e29a2f296f53a676bc0c0d5
A-ARR-0117v40	A-ARR	2	8605f78ef755a2e974a6d11b4feb324d4b6a79e863481f94342f8e2c7d0a41ec
A-ARR-0117v9	A-ARR	2	77e5dc73e2f017da2027515580676d14fba3d6ab1f52f72bb46319c506c79c20
A-ARR-0118v9	A-ARR	2	67945a0783ac20ddb90650ebe5299501d98a29300f51589cd64de65f2de38c0c
A-ARR-0119v6	A-ARR	3	13fd233279dc379dbe5fb28b566a9837a8f904839dbdfddbf87c9afb9992c1cb
A-CND-0005v22	A-CND	1	dc74ed61154ddd659d8ea810a62ede449a85cd39b232cd2f7d67a10fef3f4cf2
A-CND-0008v82	A-CND	1	f85feb1abaf2308f669697ff36a20f0c136b3c64f767e3c9c59e2cb32032f7c9
A-CND-0012v42	A-CND	1	38936e6b359cc9291e8425ae1ff0be7fb737ee6a41f1334d8b8b96f05097179e
A-CND-0013v51	A-CND	1	fb0c202ba5e9de4c8390f116ca82cc5bb5d18eb8ac8c61dcd2e93c11e7aafa46
A-CND-0014v38	A-CND	1	a939ac2f79f96cc02386a6327b0da77269fe5f09ae65b4d90c76484075bd7a0f
A-CND-0015v75	A-CND	1	510db82113908ad3b883e1f7438cd1e8636f98c72191660efeefb475be29e23b
A-CND-0017v20	A-CND	1	2aea049b1d70e15732de9beafd9bd9f96a5e1d78e4f2d89d6a576f024beb3f54
A-CND-0020v70	A-CND	1	6a49c4bf601b7845ec1ca244ed34f8c2491b090b25fb4d2bd9aabbe980223113
A-CND-0024v9	A-CND	1	ea7abb4527f274f98427557aaf7f70f80b9bfc70142e7e7e702800db38aef9d3
A-CND-0029v44	A-CND	1	d6f8ffc8c9f1a4d7df528ef8180a6ba3779424b64d2526af6e223d73390da253
A-CND-0029v48	A-CND	1	fc73fb47bfd2b4d638b6522ad224d52bb5b3bfded60029f21ae52052d4c9ab00
A-CND-0032v49	A-CND	1	b37dfedde2d0ab11ab53a62368d6f2d925f563d324beeead0b7cedd4afee2c77
A-CND-0034v67	A-CND	1	00dff6b7c89b134458b6913fcab33a460c4086c0b60cc45a2d2576471a3ad470
A-CND-0038v23	A-CND	1	d429c7cd7a3d1a798258c977998bf966dd563959e5f6045cfe33d674f03e2bf0
A-CND-0040v16	A-CND	2	02f0e991d89e9a11dd8397a28e87ba307eb4d2a0e0448d58e96a1f564d462314
A-CND-0040v83	A-CND	2	86d7df9d5cecd1d7e7f62bc2d24153555940bcac54b25752f4b0b3210db68dcf
A-CND-0041v48	A-CND	2	19a040352594eec9138b6235df37505743a38fa20c1490cc973be33e3cc4f85e
A-CND-0041v66	A-CND	2	5116c6cd2149563471c5f3ccd02ff3a9e3b4ac9fa33ac4e87bd2e1d018541d2b
A-CND-0042v25	A-CND	2	d5576031489758a7463939ea8a5c6906300bb47f708c5808f6913084dbfd770f
A-CND-0042v37	A-CND	2	1dcc08537847864dc7ef4b71d04bcec10128c2ae1c615883618bf75fd1e81916
A-CND-0042v41	A-CND	2	bd982b44b3fbb2457b5cd8aa50e09a4a9d571f65a86a546598e028a9619e4d29
A-CND-0043v16	A-CND	2	acc10fabbc3da4ecc39b1fc04620574a430bc0a475088d20fc2a7c75fb2fb58b
A-CND-0043v45	A-CND	2	841657a1c4ce1b9ea89a5e3c8adcd8049d53760fdf554c164a79971b3c3bd75b
A-CND-0043v48	A-CND	2	2f31834effb5c9711bf197fb68d10b98f4de47a9e79f5d01c10017c79f1c4ecd
A-CND-0043v72	A-CND	2	9142c81c85fae2072d7fd90708fd77dd16e74b15b5dab3597531b3f9202b39d3
A-CND-0044	A-CND	2	442cd72a6826b74975f61ae52617d1c08d82f8b15578b6b952af77aca9ded1b1
A-CND-0044v21	A-CND	2	3f62fff6e43fd5a6f3c74e903bef1486daff09df4b901800684f4ec168f8fa9d
A-CND-0044v36	A-CND	2	eacac704f17827c99cc9c86c4d86d9890a659d3079d8613f4da795985d1399d4
A-CND-0044v47	A-CND	2	f3ab53b8c9bfa99a6a17bdb6d54f8bbb2c492a6f846459d30e52e75d77c12920
A-CND-0044v55	A-CND	2	878d9a8939ecd8bcc082785e633cb570ab1e82eed9e503e35657321c4ba97877
A-CND-0044v8	A-CND	2	a0fba944180e6106b996313f1f3b444f048c53a716f5f8c550ee85fe2ffe8e1b
A-CND-0046v72	A-CND	2	2316721040e2d842154d07ddf1bc95c09fcb29c18fb6154de1fdcfa757483014
A-CND-0047v49	A-CND	2	c599f623acfcc14ff527e88323dea56ef19329a84fc42d6ab1dbe1f237c212d3
A-CND-0047v71	A-CND	2	c4a908b07d58251a6d44203013f7fa6bf3a4fd0579870dc7dc2d944b7924f30e
A-CND-0048v38	A-CND	2	1dc1f8e3de914e8dd7ba8837a6f4f2014e68784dd67852f5f9228980d2b9018d
A-CND-0049v27	A-CND	2	4abc39a3efb09e464081f4e85eb4aac325871e92a13969b385ee0207558d98e9
A-CND-0050v18	A-CND	3	46737c1402bdf042c5bf91982ebfbfe476316b1cd9628676e0ffe494032f3c59
A-CND-0050v4	A-CND	3	104ce95589b3ebd8da2eb532fe360fbf23375171fd862a0524b7a3dbc70b20ec
A-CND-0050v43	A-CND	3	58d4bca66a326be8b179205fd40eb826860ee3c016e137ad47cdaa035f8c7b61
A-CND-0050v44	A-CND	3	e308a2e6f1ebf30e7023fcc28b9439f1cfba926b8719cc3867ed461400327623
A-CND-0050v46	A-CND	3	3328db7f9b858332e30f37f170f9e94c4223ff18b8d1dc272237bce3f0553fc9
A-CND-0050v47	A-CND	3	3b0cc052dde87f861e34cfc56768a8aeceb0e5a215b3f3495e3a8de6508ed995
A-CND-0050v58	A-CND	3	d0a20dc8d494d8dd17fffe2e156c097d14ec6073cad473693252e70952cddbbe
A-CND-0050v74	A-CND	3	1c147194b42dddd05361ec4dd5e0af58a0eeb3f1c6ad2c02558aa908e98d7dff
A-CND-0050v8	A-CND	3	f74d8f732e53b1a51b3ff0b2eb43f23a0101c182061e07b1c1eaf93ca5e127ef
A-CND-0051v24	A-CND	3	7534c0b77e9bef4a1ed4e9a8a986bc628f236c12b9df907ee34018c70fb38461
A-CND-0051v28	A-CND	3	e08b46a597528f625e35fa7c8a100e25e245f6135c42d3c59d61b0d7d56239d8
A-CND-0051v35	A-CND	3	953b980e03101b4818e01bb99b57d18035e2a925e5e7ada408667e8a51c71c6e
A-CND-0051v42	A-CND	3	cb1aa73be04121eb35882ea32a662f38797ba1f83278de18ebed343b1d2ac196
A-CND-0051v47	A-CND	3	1ccbd953cf7bfcd643fccc15309f2e9f1214575ee054fb3e10d06415cda787d1
A-CND-0051v48	A-CND	3	04f28daf03b8508246ee1bb8bfec7328c03c3308e5091a4726f109b15f7219f4
A-CND-0051v69	A-CND	3	b40c487fe0c46d192d1d5b687f922626da1e90e15e3af7bbc5724b0393d3e2f0
A-CND-0051v72	A-CND	3	38f69bad3e05abdea8a7b13c9eda61db27ade3a975ada6a4969cfa67a96dea81
A-CND-0051v81	A-CND	3	22bc83976c7a2eec9a2a32c5ac1775dd28bdba0504763e13ce7aebdfdc9eeaa2
A-CND-0052v15	A-CND	3	72b9b4c53fcdb0a792b02f85c138968dac517774e5b4366e8ae885b93c92045e
A-CND-0052v35	A-CND	3	181be884aa904032a69abb38943d765725bc576c21dbd3d05218153925887f35
A-CND-0052v41	A-CND	3	e17b88f8f285bf9a83e624d2b296bfaabcf32b62c7f583fbe1fe66f84695fcd5
A-CND-0052v80	A-CND	3	5ff0690ed6e8f3b68e9cf872a1f0d66e7839cf221d2883af8da3a54f4377ff0e
A-CND-0053v60	A-CND	2	d22219baec83de44a6f1888a2ffb6af5c41f1575dd70290816a23eecafe1fc62
A-CND-0053v77	A-CND	2	b79445b081260bd52506c9e70d92af83c0246726cc25e9e59937b54f29c362a4
A-CND-0054v17	A-CND	3	47b33c24af5f451b5a8111b2edc3a8e882ba3728d5efb9c78b31ca21fc3c567b
A-CND-0054v18	A-CND	3	458719ce564de3bfbd95e9ce4a9ec8a0d9878419670ceb8ccccfd835643ae24c
A-CND-0054v26	A-CND	3	cac043a98cdbe258a9e5b33fe32d5d2e30756230feb192d7160fd89aaaf47cd9
A-CND-0054v36	A-CND	3	97fc3ad5f669b0c2fb16817e80b712c02974fedeeb9441ce9346134f201e2a12
A-CND-0054v5	A-CND	3	da64c36e62e73abd7689e7b2a2f51dc2263a9a43fffd5ff8916064a636d42d72
A-CND-0054v75	A-CND	3	746c8b655a2f82a11079595ac20b5ae6a09d208d7f0a379dbcfa42d84057f518
A-CND-0054v9	A-CND	3	a67d35f86e44378fe8afea6c33958b7e399a0fc99c2aa584af634220b242dc04
A-CND-0056v64	A-CND	1	1ac4535662f8fab723838b25042675b4d700471589aa401463488d1aa82dff86
A-CND-0058v19	A-CND	1	f405cda8280dd9c3ff7e3c786a4ddda7c3f0d97e0bec7d08d7455d366473e270
A-CND-0059v20	A-CND	1	11c39778c52927278bc128493f0d54fdfb0efad7fb2f989093989beca87551c4
A-CND-0059v6	A-CND	1	37a3afbb2097199c868504d303aa51d175571baa6f2051a9d91c97434facfd40
A-CND-0064v12	A-CND	2	6ad47061997cdfa62e8fe82ece36ee8544a024616c029de3f2d68bb56fb7ee7e
A-CND-0064v5	A-CND	2	aa925caf460d07a60d8fe3d480dfb675d175ed4ccd16869d021a7f4124abb5dd
A-CND-0065v17	A-CND	2	3e33ca5fc68ac60b33d17701bf3ec99a89dcd713c5f5532c442a8df9f1d38dbc
A-CND-0065v45	A-CND	2	56c10f4998ec87dd333c4182ad221849fdb700c4a902f6c264ef50efe0e0a3c9
A-CND-0065v55	A-CND	2	f6f784cc8187b445ddd28bd484018860ec71de3e9d2884d40780fd1f2905b3ac
A-CND-0065v58	A-CND	2	a5a8cb9bbdf04e02d4e242f618c43e19bd23de1c23f3cc0c7082910a77b93c43
A-CND-0065v59	A-CND	2	e8efe460cbcdb1157789d4a268b86814c21c2f2cdd201ede3064948cad0f0221
A-CND-0066v15	A-CND	2	f283a4e43c777014a941e2270e91de15592b945437a0e3c90e4b62f7b1dd8f55
A-CND-0067v4	A-CND	2	bc3f730a2350f79887c9792aa0fe1efb9466042e20abd3d933bc60d03a0f42c6
A-CND-0067v43	A-CND	2	360c1e4eeda6f01dd2769e813455c8364189b1f23ceb568037f42bdf61872f03
A-CND-0068v44	A-CND	2	84ae369161ccf229384d002f42cd859da5ac707c315400bfbef99b43d4e31999
A-CND-0069v11	A-CND	2	c6da80b646b79f49cab98df720ec18296a34864bd9d3ad2b4f7f01fbf96eb6f6
A-CND-0069v16	A-CND	2	c09ebc6f6b79467a97505e439d04b9c21602a340096a82be99be2197fb16b5d1
A-CND-0069v35	A-CND	2	d7ddcae1c1fa97c4805a662d4b9f18c3a216bbedc69037fa2e5510f15ab548d9
A-CND-0070v19	A-CND	1	7c99991d7ff269de6d5a745cdeaab3af0d00528f956f763388dee77566a54992
A-CND-0070v27	A-CND	1	28bdfd69b56d72eabc868745853ea5fa690351d4572a4f4a7be824e7e63b2f54
A-CND-0070v58	A-CND	1	43f1702c131cbfa6bfc3ae57c715845c9909482a71b1eeeffca58fcc942c3abe
A-CND-0071v16	A-CND	1	f83f6b792a35cf639509a9c2d60eef583d1601e46cfa241d08827cd040777fb2
A-CND-0072v17	A-CND	2	94124cf558ad76fdcf81d388032a3ef509969bbf870784f80800da5415acfd24
A-CND-0072v24	A-CND	2	18f782e32d99bb1f48a5658207a7af1b6a597353414c6abde60c86c397b68715
A-CND-0072v75	A-CND	2	3a9682026d900412349481e4f5b2d16d5ef5de465d778c8b3f933f634c5b60ac
